   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _iotools.py:236(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:428(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:435(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:442(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:456(StringConverter)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
     2024    0.057    0.000    0.193    0.000 _methods.py:24(_any)
        1    0.003    0.003    0.003    0.003 _methods.py:4(<module>)
        1    0.000    0.000    0.013    0.013 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:412(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:507(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:520(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:567(vode)
        1    0.000    0.000    0.000    0.000 _ode.py:721(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:835(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:904(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:951(lsoda)
        1    0.000    0.000    0.013    0.013 _plotutils.py:1(<module>)
        1    0.003    0.003   14.270   14.270 _root.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _support.py:1(<module>)
        1    0.000    0.000    0.083    0.083 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _umfpack.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _umfpack.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:4(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       19    0.003    0.000    0.003    0.000 _weakrefset.py:58(__iter__)
        9    0.003    0.000    0.003    0.000 _weakrefset.py:68(__contains__)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        8    0.000    0.000    0.007    0.001 abc.py:105(register)
        8    0.000    0.000    0.007    0.001 abc.py:148(__subclasscheck__)
        7    0.007    0.001    0.010    0.001 abc.py:86(__new__)
        7    0.003    0.000    0.003    0.000 abc.py:89(<genexpr>)
        1    0.010    0.010    0.540    0.540 add_newdocs.py:9(<module>)
        1    0.003    0.003    0.063    0.063 agreement.py:73(<module>)
        1    0.000    0.000    0.053    0.053 agreement.py:86(AnnotationTask)
        1    0.000    0.000    0.000    0.000 align.py:10(<module>)
        1    0.000    0.000    0.000    0.000 align.py:16(AlignedSent)
        1    0.000    0.000    0.000    0.000 align.py:201(Alignment)
        1    0.000    0.000    0.000    0.000 align.py:288(IBMModel1)
        1    0.000    0.000    0.000    0.000 aligned.py:15(AlignedCorpusReader)
        1    0.000    0.000    0.000    0.000 aligned.py:8(<module>)
        1    0.000    0.000    0.000    0.000 aligned.py:86(AlignedSentCorpusView)
        1    0.000    0.000    0.000    0.000 anneal.py:117(cauchy_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:130(boltzmann_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:144(_state)
        1    0.000    0.000    0.000    0.000 anneal.py:16(base_schedule)
        1    0.003    0.003    0.003    0.003 anneal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:94(fast_sa)
        2    0.000    0.000    0.000    0.000 api.py:10(<module>)
        1    0.000    0.000    0.000    0.000 api.py:10(StemmerI)
        1    0.000    0.000    0.000    0.000 api.py:109(Direction)
        3    0.003    0.001    0.003    0.001 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 api.py:11(ClusterI)
        1    0.000    0.000    0.000    0.000 api.py:11(ModelI)
       18    0.000    0.000    0.000    0.000 api.py:115(__init__)
        1    0.003    0.003    0.003    0.003 api.py:116(ProverCommand)
        1    0.000    0.000    0.000    0.000 api.py:12(<module>)
        1    0.007    0.007    0.190    0.190 api.py:13(<module>)
        1    0.000    0.000    0.000    0.000 api.py:14(ParserI)
        1    0.000    0.000    0.000    0.000 api.py:143(ModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:16(TokenizerI)
        1    0.000    0.000    0.000    0.000 api.py:17(ChunkParserI)
        1    0.000    0.000    0.000    0.000 api.py:174(BaseTheoremToolCommand)
        9    0.000    0.000    0.013    0.001 api.py:178(open)
        1    0.000    0.000    0.003    0.003 api.py:19(<module>)
        1    0.000    0.000    0.000    0.000 api.py:19(TaggerI)
        1    0.000    0.000    0.000    0.000 api.py:190(PrimitiveCategory)
        9    0.000    0.000    0.000    0.000 api.py:192(encoding)
       42    0.003    0.000    0.003    0.000 api.py:196(__init__)
        1    0.000    0.000    0.000    0.000 api.py:20(<module>)
        1    0.000    0.000    0.000    0.000 api.py:214(CategorizedCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:22(CorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:24(Prover)
        1    0.000    0.000    0.000    0.000 api.py:248(FunctionalCategory)
        1    0.000    0.000    0.000    0.000 api.py:251(BaseProverCommand)
       18    0.000    0.000    0.000    0.000 api.py:254(__init__)
        1    0.000    0.000    0.000    0.000 api.py:27(ClassifierI)
        1    0.000    0.000    0.000    0.000 api.py:304(BaseModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:348(SyntaxCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:360(TheoremToolCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:393(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:40(__init__)
        1    0.000    0.000    0.000    0.000 api.py:43(ModelBuilder)
        1    0.000    0.000    0.000    0.000 api.py:440(ModelBuilderCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:47(CCGVar)
        1    0.000    0.000    0.000    0.000 api.py:494(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 api.py:530(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:55(__init__)
        1    0.000    0.000    0.000    0.000 api.py:569(TheoremToolThread)
        1    0.000    0.000    0.000    0.000 api.py:63(StringTokenizer)
        1    0.000    0.000    0.000    0.000 api.py:64(new_id)
        1    0.000    0.000    0.000    0.000 api.py:67(TheoremToolCommand)
        1    0.000    0.000    0.000    0.000 api.py:74(FeaturesetTaggerI)
        1    0.000    0.000    0.000    0.000 api.py:8(<module>)
        1    0.000    0.000    0.000    0.000 api.py:8(AbstractCCGCategory)
        1    0.000    0.000    0.000    0.000 api.py:83(HiddenMarkovModelTaggerTransformI)
        1    0.000    0.000    0.000    0.000 api.py:9(<module>)
        1    0.000    0.000    0.000    0.000 api.py:90(MultiClassifierI)
        1    0.000    0.000    0.000    0.000 arpack.py:289(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:298(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:316(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:387(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:604(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:905(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:925(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:939(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:969(IterOpInv)
        1    0.000    0.000    0.000    0.000 array_printer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:4(<module>)
        1    0.000    0.000    0.003    0.003 arrayprint.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:523(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:635(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:655(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:685(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:696(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:712(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:740(TimedeltaFormat)
        1    0.003    0.003    0.017    0.017 arraysetops.py:25(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 association.py:12(<module>)
        1    0.000    0.000    0.000    0.000 association.py:143(BigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:216(TrigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:268(ContingencyMeasures)
        1    0.000    0.000    0.000    0.000 association.py:35(NgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 ast.py:217(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:254(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:27(<module>)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.100    0.100 babelfish.py:20(<module>)
        1    0.000    0.000    0.000    0.000 babelfish.py:58(BabelizerError)
        1    0.000    0.000    0.000    0.000 babelfish.py:62(BabelfishChangedError)
        1    0.000    0.000    0.000    0.000 babelfish.py:68(BabelizerIOError)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:17(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:18(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:47(spmatrix)
        1    0.000    0.000    0.003    0.003 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:38(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 basic.py:5(<module>)
        1    0.003    0.003    0.820    0.820 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:33(Big5Prober)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.003    0.003    0.003    0.003 blas.py:101(<module>)
        1    0.000    0.000    0.000    0.000 bnc.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bnc.py:155(BNCSentence)
        1    0.000    0.000    0.000    0.000 bnc.py:164(BNCWordView)
        1    0.000    0.000    0.000    0.000 bnc.py:21(BNCCorpusReader)
        1    0.000    0.000    0.000    0.000 boxer.py:1008(BoxerEq)
        1    0.000    0.000    0.000    0.000 boxer.py:1029(BoxerCard)
        1    0.000    0.000    0.000    0.000 boxer.py:1048(BoxerOr)
        1    0.000    0.000    0.000    0.000 boxer.py:1072(BoxerWhq)
        1    0.000    0.000    0.000    0.000 boxer.py:1100(PassthroughBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1105(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1163(UnparseableInputException)
        1    0.007    0.007    0.223    0.223 boxer.py:23(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:253(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:41(Boxer)
        1    0.000    0.000    0.000    0.000 boxer.py:594(BoxerDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:769(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:805(BoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:859(BoxerNot)
        1    0.000    0.000    0.000    0.000 boxer.py:882(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 boxer.py:905(BoxerPred)
        1    0.000    0.000    0.000    0.000 boxer.py:932(BoxerNamed)
        1    0.000    0.000    0.000    0.000 boxer.py:958(BoxerRel)
        1    0.000    0.000    0.000    0.000 boxer.py:981(BoxerProp)
        1    0.000    0.000    0.067    0.067 bracket_parse.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:106(CategorizedBracketParseCorpusReader)
        1    0.003    0.003    0.003    0.003 bracket_parse.py:163(AlpinoCorpusReader)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:25(BracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 brill.py:146(BrillRule)
        1    0.000    0.000    0.000    0.000 brill.py:221(ProximateTokensRule)
        1    0.000    0.000    0.000    0.000 brill.py:394(ProximateTagsRule)
        1    0.000    0.000    0.000    0.000 brill.py:407(ProximateWordsRule)
        1    0.000    0.000    0.000    0.000 brill.py:424(BrillTemplateI)
        1    0.000    0.000    0.000    0.000 brill.py:470(ProximateTokensTemplate)
        1    0.000    0.000    0.000    0.000 brill.py:559(SymmetricProximateTokensTemplate)
        1    0.000    0.000    0.000    0.000 brill.py:620(BrillTaggerTrainer)
        1    0.000    0.000    0.003    0.003 brill.py:70(<module>)
        1    0.000    0.000    0.000    0.000 brill.py:835(FastBrillTaggerTrainer)
        1    0.000    0.000    0.000    0.000 brill.py:85(BrillTagger)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 bsr.py:21(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bsr.py:9(<module>)
        1    0.013    0.013    0.133    0.133 cElementTree.py:3(<module>)
        1    0.057    0.057    0.077    0.077 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.003    0.003    0.133    0.133 cfg.py:10(<module>)
        1    0.000    0.000    0.117    0.117 cfg.py:134(CFGEditor)
